range_MPa,mean_MPa,count
129.773992,74.084453,1.000000
0.935901,10.574729,1.000000
0.458856,18.643544,1.000000
0.297882,118.635861,1.000000
122.137302,69.371044,1.000000
3.266854,0.676910,1.000000
2.193918,2.745160,1.000000
0.106488,100.054351,1.000000
113.844250,54.391479,1.000000
1.296436,-18.063784,1.000000
0.631433,41.135217,1.000000
1.339794,95.958318,1.000000
0.279822,80.503700,1.000000
122.957050,41.434069,1.000000
2.312471,-24.812443,1.000000
0.310483,-16.926130,1.000000
0.079744,70.603883,1.000000
2.613528,72.584979,1.000000
4.232725,72.326565,1.000000
109.547703,27.070307,1.000000
2.909250,-40.334174,1.000000
0.262921,61.073128,1.000000
8.953413,60.759465,1.000000
4.436529,5.424276,1.000000
114.696356,11.978625,1.000000
0.537332,-28.281358,1.000000
1.713568,56.871771,1.000000
3.158401,26.288592,1.000000
1.949948,-38.826359,1.000000
1.130019,-41.061267,1.000000
113.849910,11.513286,1.000000
3.708902,60.206712,1.000000
2.734769,-35.274092,1.000000
2.275723,82.183134,1.000000
122.852176,24.365034,1.000000
0.032826,74.759083,1.000000
0.091216,9.001626,1.000000
3.330815,-24.208484,1.000000
0.486337,-19.131117,1.000000
0.282754,-7.768583,1.000000
1.958401,63.454802,1.000000
114.387537,29.468294,1.000000
4.231827,101.041468,1.000000
1.164104,-0.389588,1.000000
7.558843,5.075896,1.000000
115.826051,49.267713,1.000000
1.522733,15.380288,1.000000
1.133095,5.387603,1.000000
122.534721,64.858868,1.000000
0.864544,19.906185,1.000000
128.939745,74.211871,1.000000
194.258894,43.994513,1.000000
0.017881,143.201519,1.000000
201.415852,44.968060,1.000000
2.320872,143.477893,1.000000
0.602084,29.548423,1.000000
5.640529,22.449890,1.000000
0.246072,136.294376,1.000000
0.535185,40.497067,1.000000
0.530374,131.916123,1.000000
122.520902,77.072448,1.000000
125.260650,76.340225,1.000000
132.602821,58.591133,1.000000
1.294915,-4.753960,1.000000
2.996127,90.913505,1.000000
6.084686,95.423590,1.000000
4.314977,91.899811,1.000000
115.451894,41.827560,1.000000
1.632270,-29.074269,1.000000
2.499734,-25.445562,1.000000
5.733585,82.810095,1.000000
0.865960,85.249734,1.000000
0.963802,-13.916606,1.000000
1.603712,-29.265217,1.000000
119.490641,27.215411,1.000000
3.009187,-34.984320,1.000000
1.650345,-37.010560,1.000000
0.731153,-20.516481,1.000000
1.555789,68.704336,1.000000
0.016552,66.724404,1.000000
112.563861,16.982504,1.000000
0.736309,-13.179798,1.000000
0.095134,70.358459,1.000000
2.604898,-44.072511,1.000000
5.433745,-42.138964,1.000000
0.776652,67.877214,1.000000
2.813328,69.958811,1.000000
0.730741,-7.967184,1.000000
116.088146,13.626266,1.000000
3.549880,70.190329,1.000000
119.502234,12.476348,1.000000
0.523434,81.552923,1.000000
0.838730,-28.401869,1.000000
1.345914,25.484372,1.000000
117.936106,25.034855,1.000000
6.212495,76.553081,1.000000
0.295978,-14.202677,1.000000
117.732012,38.798320,1.000000
0.015210,107.981155,1.000000
0.260983,93.236798,1.000000
1.008020,7.433783,1.000000
111.431080,57.688027,1.000000
1.541970,131.943556,1.000000
1.604786,128.078815,1.000000
1.155603,22.105119,1.000000
3.238965,132.301141,1.000000
124.370865,72.657912,1.000000
0.979067,141.064240,1.000000
3.006473,19.213855,1.000000
0.885853,115.133005,1.000000
1.037393,134.037775,1.000000
0.450610,23.081136,1.000000
117.516182,79.978158,1.000000
3.518440,135.371829,1.000000
1.779188,125.437495,1.000000
4.405944,113.538669,1.000000
122.729345,78.917625,1.000000
0.731740,15.337904,1.000000
1.671356,9.624778,1.000000
3.519725,106.077892,1.000000
1.747060,112.607218,1.000000
2.236268,111.508785,1.000000
110.955187,61.502343,1.000000
3.040810,95.589202,1.000000
0.346471,-14.503875,1.000000
140.538751,51.061940,1.000000
0.353929,-24.987658,1.000000
0.037493,81.558274,1.000000
1.359108,81.405849,1.000000
1.107446,80.680775,1.000000
0.906170,-15.219352,1.000000
111.386769,30.116453,1.000000
0.655015,-30.036375,1.000000
0.997206,81.377965,1.000000
121.938690,24.260071,1.000000
196.415453,45.755863,1.000000
1.581753,-51.636788,1.000000
1.990000,-45.341001,1.000000
3.517183,5.770357,1.000000
0.910897,66.408898,1.000000
0.019595,57.762933,1.000000
0.757695,-43.301405,1.000000
3.870343,-44.255311,1.000000
1.012789,60.507681,1.000000
4.649340,58.861002,1.000000
0.523265,62.622057,1.000000
0.187521,64.728551,1.000000
0.307492,-13.533900,1.000000
0.377485,-28.056586,1.000000
0.194976,-47.561388,1.000000
115.771411,7.992473,1.000000
2.390320,-50.193208,1.000000
0.455506,15.364970,1.000000
118.396073,7.687942,1.000000
1.160095,-5.365305,1.000000
1.254407,-21.373100,1.000000
0.555696,-28.122301,1.000000
3.084355,-35.669097,1.000000
122.244482,23.339927,1.000000
1.728887,94.978144,1.000000
3.497799,96.216680,1.000000
2.093205,40.451690,1.000000
1.077354,34.789413,1.000000
0.109710,-22.474261,1.000000
214.150422,46.392850,0.500000
214.046447,46.444838,0.500000
211.377631,45.110430,0.500000
210.180125,45.709183,0.500000
205.993274,43.615758,0.500000
203.359065,44.932862,0.500000
202.708744,44.607702,0.500000
201.368062,45.278043,0.500000
155.888475,22.538250,0.500000
127.923045,36.520965,0.500000
68.148424,6.633654,0.500000
