range_MPa,mean_MPa,count
2.754819,24.070686,1.000000
119.880083,77.609767,1.000000
0.279419,140.221099,1.000000
2.887717,22.742296,1.000000
1.503524,20.115966,1.000000
0.199858,129.265425,1.000000
2.442178,134.416630,1.000000
117.657508,77.639383,1.000000
119.945418,64.575108,1.000000
0.933429,4.656809,1.000000
1.775787,-4.759510,1.000000
0.330788,86.944620,1.000000
2.634233,115.507506,1.000000
125.515990,54.916459,1.000000
0.410265,82.887326,1.000000
2.178039,84.132758,1.000000
2.410556,82.784368,1.000000
0.551606,43.139367,1.000000
1.388456,-25.960302,1.000000
115.788702,29.857788,1.000000
5.006432,-28.760499,1.000000
0.775592,-34.017628,1.000000
1.155194,75.697858,1.000000
1.083442,74.943475,1.000000
114.607640,22.700207,1.000000
0.164643,-50.372368,1.000000
0.775356,-53.539257,1.000000
199.602336,42.717638,1.000000
206.443970,44.467290,1.000000
1.831947,40.855759,1.000000
0.422851,73.130621,1.000000
4.321279,52.291523,1.000000
1.504567,-14.090887,1.000000
1.689896,-42.493767,1.000000
1.512985,-25.194865,1.000000
0.721021,71.457968,1.000000
6.986231,-46.470502,1.000000
0.358350,57.023813,1.000000
123.349749,11.415422,1.000000
129.130812,11.999428,1.000000
0.876083,79.581675,1.000000
0.652176,75.643602,1.000000
0.463762,1.065702,1.000000
1.047853,-15.064021,1.000000
0.302149,-18.091378,1.000000
1.263780,-21.899643,1.000000
109.791609,26.733463,1.000000
1.108536,93.111265,1.000000
1.011310,81.605672,1.000000
0.889545,-12.984163,1.000000
1.073984,-20.038754,1.000000
123.657795,38.878226,1.000000
4.448689,104.279559,1.000000
3.400405,104.761292,1.000000
0.239054,-1.641209,1.000000
2.807798,0.950241,1.000000
0.792197,107.002200,1.000000
112.292329,54.141096,1.000000
3.622883,127.992637,1.000000
123.639974,68.110287,1.000000
2.348803,142.028541,1.000000
0.361211,142.934246,1.000000
2.903926,89.048024,1.000000
1.114929,125.502764,1.000000
1.004756,128.805817,1.000000
1.044470,140.726008,1.000000
0.813246,23.183897,1.000000
0.511422,37.875427,1.000000
2.714634,130.566524,1.000000
4.822133,130.924431,1.000000
119.810061,78.534547,1.000000
0.265566,19.570027,1.000000
2.664524,21.842428,1.000000
1.624961,121.317196,1.000000
0.155869,19.997429,1.000000
118.570885,75.549676,1.000000
126.813799,78.583114,1.000000
0.623807,9.323793,1.000000
2.537513,15.664523,1.000000
1.399666,105.954480,1.000000
3.140110,106.183387,1.000000
116.014593,53.459952,1.000000
0.324927,-13.259155,1.000000
4.232449,-12.535623,1.000000
1.729959,-14.874330,1.000000
3.327040,89.341669,1.000000
1.282758,86.890007,1.000000
107.259741,37.387714,1.000000
6.601253,78.003840,1.000000
1.665806,-10.867468,1.000000
116.085037,24.196041,1.000000
133.790444,11.648451,1.000000
0.945578,60.663129,1.000000
0.642262,61.606877,1.000000
1.842806,54.842119,1.000000
0.384834,-33.462956,1.000000
120.350667,4.852627,1.000000
0.719363,46.182724,1.000000
0.016909,61.391818,1.000000
1.534443,60.983529,1.000000
5.867209,62.713916,1.000000
119.358282,10.029235,1.000000
1.700542,89.169388,1.000000
0.518673,-15.669016,1.000000
3.192717,-21.985833,1.000000
0.339596,-9.283378,1.000000
123.625290,36.137657,1.000000
0.977610,113.133907,1.000000
1.133828,-10.095835,1.000000
2.660239,110.476788,1.000000
133.040072,47.219694,1.000000
0.939966,18.237236,1.000000
6.706967,17.352700,1.000000
5.037067,8.284160,1.000000
1.207443,108.081400,1.000000
118.315400,63.258822,1.000000
0.443853,137.385653,1.000000
2.104726,136.741286,1.000000
1.055248,55.232424,1.000000
1.683521,10.600402,1.000000
2.369920,136.332919,1.000000
132.021533,75.192002,1.000000
0.591123,143.353375,1.000000
1.049014,21.015722,1.000000
1.926329,131.604637,1.000000
0.254508,82.993051,1.000000
122.013508,78.223795,1.000000
0.159901,15.476271,1.000000
2.679505,108.091717,1.000000
2.097384,112.102440,1.000000
122.116219,73.495371,1.000000
0.895535,9.963624,1.000000
1.584902,5.678205,1.000000
1.167019,90.332960,1.000000
5.148015,118.215865,1.000000
0.116342,112.567684,1.000000
127.522441,58.091983,1.000000
1.882426,78.729693,1.000000
126.347380,48.161668,1.000000
0.207850,-30.400594,1.000000
3.082877,79.394551,1.000000
0.057052,83.910374,1.000000
1.644525,84.482626,1.000000
123.588936,25.335357,1.000000
0.196316,-37.289455,1.000000
1.634648,70.938637,1.000000
3.641743,70.082412,1.000000
113.660807,15.607288,1.000000
3.816256,-46.119299,1.000000
1.326345,35.681536,1.000000
1.404535,-46.209988,1.000000
1.613911,61.130220,1.000000
118.923194,9.838323,1.000000
0.632690,74.061757,1.000000
1.923980,-34.063114,1.000000
5.232508,-33.832097,1.000000
0.661956,-27.053842,1.000000
114.847414,17.338841,1.000000
0.034053,61.640894,1.000000
0.188376,0.923624,1.000000
3.424111,-5.377951,1.000000
119.701868,32.261397,1.000000
3.740639,97.325661,1.000000
0.402492,90.678475,1.000000
2.051007,-9.929174,1.000000
2.229167,-9.897713,1.000000
4.440128,69.182599,1.000000
113.116371,44.608670,1.000000
0.115523,118.158951,1.000000
1.579525,118.177707,1.000000
0.643012,76.334382,1.000000
5.121489,8.412068,1.000000
1.034569,16.510529,1.000000
2.233634,111.383125,1.000000
120.486382,59.502502,1.000000
1.018775,22.070569,1.000000
0.663826,35.886416,1.000000
126.744362,66.990674,1.000000
196.862768,46.992859,1.000000
0.046190,116.098808,1.000000
1.513580,18.362523,1.000000
2.233669,17.473582,1.000000
3.519449,142.787465,1.000000
1.784985,140.884750,1.000000
0.539047,25.501476,1.000000
2.063777,25.088328,1.000000
0.536425,122.213829,1.000000
0.800626,136.759108,1.000000
119.620877,82.250032,1.000000
3.722040,22.479932,1.000000
0.291759,71.523887,1.000000
2.313908,121.128625,1.000000
1.244396,43.618782,1.000000
113.172967,67.840075,1.000000
133.774791,77.803567,1.000000
0.129292,-9.556071,1.000000
0.491734,19.420496,1.000000
125.437816,52.239843,1.000000
3.664500,-24.572573,1.000000
0.289369,-20.196248,1.000000
4.766628,70.541149,1.000000
129.178308,37.084128,1.000000
0.061500,-42.157582,1.000000
0.536955,75.725122,1.000000
3.028840,-32.469155,1.000000
123.024571,16.476593,1.000000
0.248743,0.278466,1.000000
132.219619,19.648008,1.000000
0.934864,-48.235163,1.000000
4.078578,-49.508770,1.000000
4.175580,-51.472209,1.000000
1.342614,66.740022,1.000000
1.094147,-8.654061,1.000000
3.088787,-40.014175,1.000000
6.414636,-37.730892,1.000000
2.411334,-17.221470,1.000000
0.387973,-11.432811,1.000000
5.045655,-13.272996,1.000000
119.926197,14.407111,1.000000
4.204603,-36.064180,1.000000
0.310344,-35.530415,1.000000
128.220443,20.769018,1.000000
2.669858,93.662155,1.000000
1.052482,62.533607,1.000000
4.085301,-17.309428,1.000000
124.885570,32.611331,1.000000
2.151167,5.134760,1.000000
5.417327,5.943780,1.000000
115.290365,59.410772,1.000000
0.082729,119.047182,1.000000
0.488029,106.303133,1.000000
0.231906,30.953061,1.000000
2.102277,16.861355,1.000000
0.615393,12.019334,1.000000
123.093077,70.800499,1.000000
0.435571,137.384055,1.000000
4.215128,124.980413,1.000000
4.755589,38.890789,1.000000
2.458968,24.193049,1.000000
0.313887,132.937218,1.000000
2.494979,135.862123,1.000000
122.678347,78.420768,1.000000
2.508141,118.292477,1.000000
1.962485,33.397366,1.000000
0.727611,65.668668,1.000000
2.158724,137.511013,1.000000
2.475997,114.887032,1.000000
