x_m,fe_mode1_uz,theory_mode1,fe_mode2_uy,theory_mode2,fe_mode3_uz,theory_mode3,fe_mode4_uz,theory_mode4
0.0425,0.013640480571971895,0.013895024232491227,0.013736881580290268,0.013895024232491227,0.12053620505034911,0.12274908865507572,0.32271676285591316,0.32844104515298156
0.04375,0.014457222258011937,0.014722357611058778,0.01456302881389661,0.014722357611058778,0.12761536877997168,0.12991300889128854,0.3409234594020307,0.34682715704622313
0.045,0.015304762344392962,0.015573431910108404,0.015405977751658192,0.015573431910108404,0.1349396092022191,0.13726561402220816,0.35964145523181346,0.3656067158363545
0.04625,0.016169092664364452,0.0164482266224385,0.0162796627496493,0.0164482266224385,0.1423969572975029,0.14480530958022486,0.37863593162410897,0.38476840941937307
0.0475,0.01706416612225597,0.017346720669288218,0.017170120252675156,0.017346720669288218,0.1500948425336748,0.15253046052576547,0.39811238326358966,0.40430069550756653
0.04875,0.01797600408173893,0.018268892400845838,0.01809125746269211,0.018268892400845838,0.15792383599238866,0.16043939160186438,0.4178482497244534,0.42419180858215466
0.05,0.018918522018780665,0.01921471959676957,0.019029134610383774,0.01921471959676957,0.16598923471339272,0.16853038769745476,0.4380366763633724,0.4444297669803977
0.05125,0.01987779116293369,0.020184179466723684,0.019997637725915125,0.020184179466723684,0.1741829362247868,0.17680169421930414,0.4584669260521041,0.46500238011290274
0.0525,0.020867660147186783,0.021177248650927627,0.020982846560028297,0.021177248650927627,0.1826085327892114,0.18525151747251056,0.4793181452846528,0.4858972558067781
0.05375,0.02187425493080775,0.022193903220718347,0.0219986148762639,0.022193903220718347,0.1911601317770645,0.19387802504947904,0.5003940809188075,0.5071018077702159
