x_m,fe_mode1,theory_mode1,fe_mode2,theory_mode2,fe_mode3,theory_mode3
0.03625,0.013604337245674704,0.013837983793790639,-0.0770505903822722,-0.07742359771285304,0.1945330804015827,0.1934490546565023
0.0375,0.014549987987099857,0.014786631873784206,-0.08201022272688625,-0.08237417862252604,0.20596891755637897,0.2048281699384222
0.03875,0.015516843225980518,0.015765186390514937,-0.08705435801358545,-0.08744380306088914,0.21752134248768765,0.21637276433653557
0.04,0.01652233104671923,0.016773499829862593,-0.09224920657122253,-0.09262929802367464,0.22927162119228678,0.2280689017313547
0.04125,0.017548809198425556,0.017811424696300145,-0.09752405529739197,-0.0979274945563922,0.2411185827982203,0.2399027245603187
0.0425,0.018613528650202122,0.018878813514081067,-0.10294149253308336,-0.10333522799440575,0.2531277037165359,0.251860458062893
0.04375,0.019699025677793667,0.019975518828464166,-0.10843443868110422,-0.10884933820823037,0.26521398550754366,0.2639284145756571
0.045,0.020822391783968542,0.02110139320697147,-0.11406176030184671,-0.11446666985390068,0.2774272936582777,0.27609299787237923
0.04625,0.021966324551361528,0.022256289240681026,-0.11976011466790203,-0.12018407262826358,0.28969833645611054,0.28834070754410923
0.0475,0.023147745838788026,0.02344005954555465,-0.12558469612740625,-0.12599840152905256,0.3020617141594925,0.30065814341435626
0.04875,0.0243495165800265,0.02465255676379881,-0.1314759102671897,-0.131906517119594,0.3144638638687525,0.31303200998444763
0.05,0.025588402128452162,0.025893633565261486,-0.13748515355280796,-0.13790528579800213,0.32692412800009896,0.325449120904207
0.05125,0.026847423087875612,0.027163142648859818,-0.14355655546563276,-0.14399158007071589,0.33940442418334277,0.3378964034631234
0.0525,0.028143179823670463,0.028460936744045102,-0.14973804188548173,-0.15016227883023503,0.3519092578676773,0.3503609030972285
0.05375,0.02945886011740105,0.02978686861229825,-0.1559772212623459,-0.15641426763690658,0.36441566133250647,0.36282978790692955
0.055,0.030810896785666127,0.031140791048660244,-0.16231835243930473,-0.16274443900462152,0.3769136924153011,0.37529035318110415
0.05625,0.03218265515455046,0.032522556883295264,-0.16871283168947215,-0.16914969269027408,0.3893953164580577,0.3877300259227931
0.0575,0.03359037709572237,0.03393201898308707,-0.17520123726079048,-0.1756269359868423,0.40183636015753615,0.40013636937187935
0.05875,0.03501761103782898,0.03536903025326777,-0.18173859302712228,-0.18217308401994406,0.41424323675998387,0.41249708752019304
0.06,0.036480439597177124,0.03683344363907945,-0.1883618976003208,-0.18878506004772747,0.42657715385566725,0.42480002961452584
0.06125,0.037962563175576496,0.038325112127469,-0.19502979093764758,-0.19545979576395103,0.4388607560675709,0.43703319464308876
0.0625,0.0394798936395925,0.039843888748813464,-0.20177574792504008,-0.20219423160411248,0.4510406196664075,0.4491847358010087
0.06375,0.04101630208257685,0.04138962657867963,-0.20856192276937505,-0.20898531705448264,0.46315245578720365,0.4612429649304996
0.065,0.04258758883923499,0.04296217873961418,-0.2154181928613191,-0.21583001096390542,0.47513148474841416,0.4731963569314162
0.06625,0.0441777239055105,0.0445613984029659,-0.22231045058963583,-0.22272528185821894,0.487025244608038,0.48503355413794097
0.0675,0.045802305736967606,0.04618713879073996,-0.22926498802312242,-0.22966810825716008,0.49875773429533343,0.49674337065722324
0.06875,0.04744553465364402,0.04783925317748306,-0.23625121573646715,-0.23665547899361095,0.510389924772155,0.5083147966658486
0.07,0.04912285859292618,0.049517594892200104,-0.24329190214544613,-0.2436843935350468,0.5218306115358001,0.5197370026600774
0.07125,0.05081865160003714,0.051222017320302266,-0.25036004190740846,-0.25075186230704705,0.5331566790927609,0.5309993436558533
0.0725,0.0525481834494744,0.05295237390558533,-0.2574749040590174,-0.2578549070187299,0.544264584823994,0.5420913633346558
0.07375,0.054295824767246724,0.054708518152239226,-0.2646130350479664,-0.2649905609899716,0.5552426810803598,0.5530027981313288
0.075,0.05607693480941687,0.05649030362688795,-0.27179025125725725,-0.2721558694802744,0.5659755705296452,0.5637235812600893
0.07625,0.0578760242442808,0.05829758396066046,-0.27898638930613767,-0.2793478900191432,0.5765647502860983,0.5742438466749945
0.0775,0.059708065083696304,0.06013021285129029,-0.286214112666624,-0.2865636927378354,0.5868837961596917,0.5845539329612096
