x_m,fe_mode1,theory_mode1,fe_mode2,theory_mode2,fe_mode3,theory_mode3
0.02,0.004170635299580515,0.004294190560732609,-0.025168586557870572,-0.025348713212868655,0.0678210104028728,0.06703797831805011
0.02125,0.004703848214006701,0.004840624662905295,-0.028241776604874192,-0.028461544133538047,0.07572532148376866,0.07496925734704883
0.0225,0.005277975301058271,0.0054188841010269296,-0.031521047053068796,-0.031734937340232965,0.0840792039495019,0.08325252463470259
0.02375,0.005874854371025875,0.006028821211249683,-0.03491381778456106,-0.035165686386510825,0.09267690407810397,0.09187317711330309
0.025,0.006512415288920643,0.006670288336120605,-0.0385053393413662,-0.03875058629655589,0.10168908052131456,0.10081664195793116
0.02625,0.007172397857256977,0.007343137825300538,-0.0422051118868265,-0.04248643372400757,0.11092234970536503,0.11006837971504962
0.0275,0.007872772862493558,0.00804722203632084,-0.046095981395426956,-0.046370027117926545,0.12053449281642777,0.11961388754828435
0.02875,0.00859529999678703,0.008782393335376087,-0.050089991105106924,-0.05039816689574909,0.1303459136558712,0.12943870259611873
0.03,0.009357894364327705,0.009548504098154494,-0.05426727764312683,-0.05456765562308405,0.14049984970256774,0.13952840543623266
0.03125,0.010142379472905638,0.010345406710704514,-0.058542973740092305,-0.05887529820020109,0.15083186006892568,0.14986862365124076
0.0325,0.010966587834498867,0.011172953570338037,-0.06299378049983782,-0.06331790205506507,0.16147012608990322,0.1604450354905923
0.03375,0.01181244616624436,0.012030997086569604,-0.0675383223052521,-0.06789227734276652,0.17226556805580576,0.1712433736234153
0.035,0.012697679645891328,0.012919389682092611,-0.07224990067379122,-0.07259523715120143,0.1833309846959895,0.1822494289771091
